skin_name,weapon_type,base_price_vp,discount_percent,final_price_vp,region,rank,age_group,avg_monthly_spend,previous_purchases,wishlist_added,event_active,purchased
Ion,Bucky,1775,10,1597.5,EU,Platinum,21-25,1941,16,1,0,False
Elderflame,Frenzy,2475,30,1732.5,NA,Immortal,16-20,3475,6,0,0,False
Nocturnum,Marshal,2175,10,1957.5,EU,Immortal,16-20,740,20,1,0,False
Kuronami,Sheriff,2375,30,1662.5,Asia,Radiant,16-20,1394,3,1,1,False
Spectrum,Phantom,2675,20,2140.0,NA,Immortal,26-30,4632,8,1,1,True
Oni,Bulldog,1775,30,1242.5,EU,Gold,21-25,4844,13,0,1,False
Nocturnum,Marshal,2175,30,1522.5,Asia,Bronze,26-30,4287,18,1,1,False
Gaia,Vandal,1775,20,1420.0,NA,Radiant,21-25,2813,19,0,1,True
Neptune,Odin,1775,30,1242.5,EU,Diamond,21-25,1749,5,0,1,False
Kuronami,Sheriff,2375,10,2137.5,NA,Immortal,26-30,2749,19,1,0,True
Radiant,Ghost,2975,0,2975.0,EU,Diamond,16-20,1239,0,1,1,False
Imperium,Judge,2175,30,1522.5,NA,Diamond,26-30,2190,3,1,1,False
Imperium,Judge,2175,20,1740.0,NA,Radiant,16-20,2680,0,1,0,False
Reaver,Bandit,1775,20,1420.0,EU,Immortal,26-30,3125,7,0,1,True
Gaia,Vandal,1775,20,1420.0,NA,Bronze,16-20,3692,20,1,1,True
Araxys,Vandal,2175,30,1522.5,NA,Silver,21-25,4352,7,0,0,False
Ion,Bucky,1775,10,1597.5,Asia,Radiant,21-25,2065,16,1,0,False
Evori,Melee,4950,20,3960.0,EU,Silver,26-30,1986,10,1,1,False
Ora,Sheriff,2475,20,1980.0,EU,Silver,16-20,4687,4,1,1,False
Overdrive,Stinger,2175,20,1740.0,NA,Radiant,16-20,3996,19,0,0,False
Singularity,Ares,2175,20,1740.0,NA,Gold,21-25,2850,18,0,1,False
Prime,Guardian,1775,10,1597.5,EU,Radiant,26-30,2353,3,0,0,False
Mystbloom,Outlaw,2175,10,1957.5,NA,Platinum,21-25,1713,5,0,1,False
Wasteland,Shorty,1275,30,892.5,EU,Bronze,16-20,2301,11,1,0,True
Wasteland,Shorty,1275,30,892.5,EU,Platinum,26-30,4053,10,0,1,True
Elderflame,Frenzy,2475,30,1732.5,NA,Immortal,16-20,4923,18,0,0,False
Gaia,Vandal,1775,20,1420.0,NA,Silver,21-25,2953,4,1,1,True
Mystbloom,Outlaw,2175,0,2175.0,EU,Radiant,16-20,3441,7,0,1,False
Spectrum,Phantom,2675,0,2675.0,NA,Gold,21-25,627,20,0,1,False
Singularity,Ares,2175,20,1740.0,EU,Platinum,16-20,2623,0,0,1,False
Araxys,Vandal,2175,10,1957.5,Asia,Platinum,21-25,4914,7,1,0,True
Glitchpop,Classic,2175,0,2175.0,EU,Iron,26-30,4070,15,0,1,True
Radiant,Ghost,2975,0,2975.0,Asia,Iron,21-25,2427,10,1,0,True
Oni,Bulldog,1775,30,1242.5,NA,Platinum,21-25,716,18,1,0,False
Reaver,Bandit,1775,30,1242.5,Asia,Radiant,21-25,3327,1,1,1,True
Imperium,Judge,2175,10,1957.5,NA,Gold,21-25,1571,19,1,0,True
Spectrum,Phantom,2675,20,2140.0,EU,Silver,21-25,2257,14,1,1,True
Nocturnum,Marshal,2175,0,2175.0,EU,Gold,16-20,2717,4,1,1,False
Ion,Bucky,1775,30,1242.5,Asia,Bronze,26-30,2028,17,1,0,True
Oni,Bulldog,1775,10,1597.5,Asia,Platinum,26-30,3570,11,0,1,False
Ion,Bucky,1775,20,1420.0,NA,Radiant,21-25,2556,10,1,1,True
RGX,Operator,2175,10,1957.5,EU,Bronze,21-25,1136,18,1,1,False
Ion,Bucky,1775,0,1775.0,EU,Gold,26-30,3964,13,1,0,False
Spectrum,Phantom,2675,20,2140.0,EU,Gold,16-20,3488,9,1,1,False
Forsaken,Spectre,1775,20,1420.0,NA,Radiant,21-25,4838,9,0,0,True
Nocturnum,Marshal,2175,10,1957.5,Asia,Radiant,16-20,2719,12,1,0,False
Nocturnum,Marshal,2175,30,1522.5,EU,Platinum,16-20,2826,13,1,0,False
Wasteland,Shorty,1275,20,1020.0,NA,Gold,16-20,3985,14,1,0,True
Ora,Sheriff,2475,30,1732.5,EU,Gold,16-20,3610,4,1,0,True
Overdrive,Stinger,2175,20,1740.0,EU,Radiant,26-30,555,17,1,0,True
Elderflame,Frenzy,2475,20,1980.0,Asia,Immortal,21-25,2894,4,0,0,True
RGX,Operator,2175,10,1957.5,Asia,Platinum,16-20,668,9,0,1,False
RGX,Operator,2175,0,2175.0,EU,Immortal,26-30,4854,13,0,0,False
Oni,Bulldog,1775,0,1775.0,NA,Platinum,21-25,4807,12,1,1,False
Wasteland,Shorty,1275,0,1275.0,NA,Immortal,16-20,4449,17,1,0,True
Gaia,Vandal,1775,10,1597.5,Asia,Silver,21-25,1595,5,1,0,True
Radiant,Ghost,2975,20,2380.0,NA,Silver,26-30,832,3,1,0,True
Elderflame,Frenzy,2475,10,2227.5,EU,Silver,26-30,3078,5,0,0,True
Spectrum,Phantom,2675,10,2407.5,NA,Diamond,16-20,3004,6,0,0,False
Neptune,Odin,1775,10,1597.5,Asia,Diamond,21-25,2934,4,0,1,False
Imperium,Judge,2175,20,1740.0,EU,Gold,21-25,1682,3,0,1,True
Overdrive,Stinger,2175,30,1522.5,Asia,Diamond,26-30,3417,9,0,0,False
Imperium,Judge,2175,30,1522.5,EU,Platinum,26-30,1714,18,0,1,True
Ora,Sheriff,2475,30,1732.5,NA,Silver,21-25,1124,7,1,1,True
Wasteland,Shorty,1275,20,1020.0,Asia,Iron,21-25,1838,3,0,0,True
Forsaken,Spectre,1775,0,1775.0,NA,Immortal,21-25,3037,8,1,1,False
Gaia,Vandal,1775,0,1775.0,NA,Immortal,21-25,1201,20,0,1,True
Neptune,Odin,1775,30,1242.5,NA,Iron,16-20,4458,19,0,0,False
Kuronami,Sheriff,2375,30,1662.5,Asia,Radiant,26-30,3244,2,1,0,True
Evori,Melee,4950,30,3465.0,EU,Iron,21-25,3938,9,0,0,False
Nocturnum,Marshal,2175,20,1740.0,Asia,Iron,21-25,1624,0,1,1,False
Neptune,Odin,1775,10,1597.5,NA,Platinum,26-30,2217,14,0,0,False
Overdrive,Stinger,2175,30,1522.5,Asia,Immortal,21-25,3717,10,1,0,True
Overdrive,Stinger,2175,20,1740.0,Asia,Diamond,21-25,4244,15,1,0,True
Oni,Bulldog,1775,10,1597.5,EU,Silver,26-30,3568,1,0,0,True
Spectrum,Phantom,2675,10,2407.5,EU,Silver,26-30,2966,4,0,0,False
Araxys,Vandal,2175,20,1740.0,Asia,Platinum,21-25,4434,10,0,0,False
Elderflame,Frenzy,2475,30,1732.5,NA,Silver,26-30,3075,18,0,1,False
Overdrive,Stinger,2175,0,2175.0,EU,Iron,21-25,2739,19,1,1,True
Singularity,Ares,2175,10,1957.5,NA,Bronze,21-25,4770,10,0,1,False
Oni,Bulldog,1775,20,1420.0,NA,Gold,16-20,2453,18,0,1,False
Wasteland,Shorty,1275,0,1275.0,NA,Bronze,16-20,2713,10,1,0,True
Araxys,Vandal,2175,20,1740.0,Asia,Diamond,21-25,2279,11,1,1,True
Reaver,Bandit,1775,20,1420.0,EU,Silver,21-25,1226,9,0,1,False
Ora,Sheriff,2475,0,2475.0,NA,Radiant,26-30,2879,11,0,1,True
Evori,Melee,4950,0,4950.0,Asia,Immortal,26-30,905,12,1,1,True
Araxys,Vandal,2175,20,1740.0,NA,Iron,26-30,3744,2,0,0,False
Radiant,Ghost,2975,20,2380.0,NA,Diamond,21-25,2045,10,1,0,True
Reaver,Bandit,1775,30,1242.5,EU,Immortal,16-20,2323,15,0,0,False
Ora,Sheriff,2475,10,2227.5,Asia,Silver,21-25,1435,13,1,0,True
Neptune,Odin,1775,0,1775.0,EU,Immortal,21-25,4453,12,0,1,False
Wasteland,Shorty,1275,30,892.5,NA,Silver,26-30,710,7,0,1,True
Spectrum,Phantom,2675,0,2675.0,NA,Gold,16-20,1156,10,1,0,False
Oni,Bulldog,1775,20,1420.0,Asia,Iron,16-20,955,10,1,1,False
Singularity,Ares,2175,30,1522.5,Asia,Immortal,16-20,4308,11,1,0,True
Kuronami,Sheriff,2375,0,2375.0,NA,Gold,26-30,2620,7,1,0,True
Glitchpop,Classic,2175,30,1522.5,NA,Bronze,16-20,2652,18,1,1,False
Neptune,Odin,1775,10,1597.5,EU,Bronze,21-25,4304,4,1,1,True
Elderflame,Frenzy,2475,30,1732.5,NA,Gold,16-20,1510,9,1,0,True
Gaia,Vandal,1775,10,1597.5,NA,Silver,21-25,3536,16,1,0,True
Oni,Bulldog,1775,20,1420.0,EU,Silver,21-25,2456,20,0,0,True
Kuronami,Sheriff,2375,0,2375.0,EU,Immortal,16-20,4063,12,0,0,False
Elderflame,Frenzy,2475,10,2227.5,NA,Platinum,26-30,3017,16,1,0,True
Evori,Melee,4950,30,3465.0,Asia,Iron,21-25,4337,3,0,0,True
RGX,Operator,2175,10,1957.5,EU,Diamond,16-20,2391,5,1,0,True
Kuronami,Sheriff,2375,20,1900.0,Asia,Diamond,26-30,1465,18,1,1,True
Singularity,Ares,2175,20,1740.0,NA,Gold,26-30,4660,3,1,1,True
Imperium,Judge,2175,30,1522.5,Asia,Platinum,21-25,2780,19,0,1,False
Elderflame,Frenzy,2475,0,2475.0,EU,Radiant,16-20,2334,10,0,1,False
Forsaken,Spectre,1775,10,1597.5,EU,Bronze,16-20,1508,7,1,0,True
Neptune,Odin,1775,30,1242.5,Asia,Radiant,16-20,1973,6,1,0,True
Araxys,Vandal,2175,0,2175.0,Asia,Silver,21-25,3421,11,0,0,True
RGX,Operator,2175,20,1740.0,NA,Radiant,21-25,1844,7,1,1,True
RGX,Operator,2175,10,1957.5,EU,Platinum,21-25,698,18,1,0,True
Overdrive,Stinger,2175,30,1522.5,EU,Silver,21-25,2036,6,0,0,False
Evori,Melee,4950,30,3465.0,EU,Radiant,21-25,2758,11,0,1,True
Radiant,Ghost,2975,20,2380.0,EU,Iron,26-30,571,10,0,1,True
Araxys,Vandal,2175,10,1957.5,NA,Silver,26-30,805,13,1,0,False
Reaver,Bandit,1775,0,1775.0,NA,Silver,26-30,2020,8,1,0,False
Ora,Sheriff,2475,10,2227.5,EU,Diamond,21-25,3644,20,1,1,False
Oni,Bulldog,1775,10,1597.5,NA,Immortal,26-30,1802,16,1,0,True
Prime,Guardian,1775,0,1775.0,EU,Diamond,16-20,4871,7,1,0,True
Nocturnum,Marshal,2175,0,2175.0,EU,Radiant,16-20,2448,10,0,1,True
Oni,Bulldog,1775,0,1775.0,Asia,Radiant,16-20,4671,13,0,0,True
Elderflame,Frenzy,2475,10,2227.5,Asia,Gold,16-20,3658,7,1,1,False
Evori,Melee,4950,20,3960.0,EU,Bronze,26-30,4165,16,1,1,True
Imperium,Judge,2175,30,1522.5,Asia,Iron,26-30,4986,14,0,0,True
Oni,Bulldog,1775,20,1420.0,NA,Silver,16-20,3178,17,0,0,True
Prime,Guardian,1775,10,1597.5,EU,Bronze,26-30,4819,5,0,1,False
Mystbloom,Outlaw,2175,10,1957.5,Asia,Immortal,16-20,1703,5,1,1,False
Singularity,Ares,2175,30,1522.5,Asia,Iron,26-30,2422,16,1,0,True
Elderflame,Frenzy,2475,0,2475.0,EU,Silver,26-30,3547,10,0,0,False
Ion,Bucky,1775,20,1420.0,Asia,Radiant,16-20,3174,5,0,1,True
Evori,Melee,4950,0,4950.0,Asia,Diamond,21-25,4816,18,1,0,True
Wasteland,Shorty,1275,0,1275.0,NA,Silver,21-25,1354,0,0,1,False
Reaver,Bandit,1775,10,1597.5,NA,Gold,16-20,4736,20,0,0,False
Ion,Bucky,1775,0,1775.0,EU,Platinum,26-30,3920,10,0,0,False
Gaia,Vandal,1775,30,1242.5,Asia,Bronze,21-25,2243,0,0,1,False
Singularity,Ares,2175,10,1957.5,NA,Radiant,21-25,3008,13,0,0,False
Overdrive,Stinger,2175,30,1522.5,NA,Iron,21-25,4860,0,1,1,False
Ora,Sheriff,2475,20,1980.0,EU,Iron,21-25,3945,18,0,1,True
Gaia,Vandal,1775,0,1775.0,EU,Platinum,21-25,2418,4,1,0,True
Mystbloom,Outlaw,2175,0,2175.0,Asia,Immortal,21-25,1386,1,0,1,False
Kuronami,Sheriff,2375,0,2375.0,EU,Radiant,16-20,4538,16,1,0,True
Forsaken,Spectre,1775,0,1775.0,EU,Gold,21-25,3413,6,0,1,False
Forsaken,Spectre,1775,30,1242.5,Asia,Gold,21-25,3397,12,0,0,True
Imperium,Judge,2175,0,2175.0,EU,Iron,21-25,1710,7,0,1,False
Singularity,Ares,2175,0,2175.0,Asia,Gold,16-20,4834,8,1,1,False
Wasteland,Shorty,1275,30,892.5,NA,Silver,21-25,1425,0,1,1,True
Prime,Guardian,1775,0,1775.0,NA,Gold,21-25,3529,8,0,1,False
Forsaken,Spectre,1775,20,1420.0,EU,Diamond,21-25,2980,5,1,0,True
Radiant,Ghost,2975,10,2677.5,EU,Platinum,16-20,4992,18,1,0,True
Prime,Guardian,1775,20,1420.0,NA,Bronze,26-30,3639,7,1,1,True
Wasteland,Shorty,1275,30,892.5,NA,Diamond,16-20,4297,11,0,1,False
Singularity,Ares,2175,20,1740.0,NA,Radiant,16-20,2923,17,1,0,True
Nocturnum,Marshal,2175,20,1740.0,NA,Iron,16-20,3709,3,1,0,False
RGX,Operator,2175,30,1522.5,EU,Gold,21-25,907,13,1,0,True
Imperium,Judge,2175,0,2175.0,EU,Diamond,16-20,2764,9,1,0,False
Prime,Guardian,1775,0,1775.0,NA,Radiant,21-25,2163,14,0,0,False
Prime,Guardian,1775,30,1242.5,NA,Bronze,21-25,1881,10,1,1,True
Imperium,Judge,2175,0,2175.0,NA,Gold,16-20,4000,16,0,0,True
Reaver,Bandit,1775,10,1597.5,Asia,Platinum,16-20,2667,0,1,0,True
Singularity,Ares,2175,20,1740.0,Asia,Gold,16-20,2271,12,0,1,False
Wasteland,Shorty,1275,10,1147.5,Asia,Bronze,21-25,3333,0,0,1,False
Spectrum,Phantom,2675,10,2407.5,EU,Gold,26-30,4969,5,1,1,False
Gaia,Vandal,1775,10,1597.5,EU,Bronze,16-20,4558,2,0,0,False
Forsaken,Spectre,1775,10,1597.5,NA,Bronze,21-25,3830,13,0,1,False
Araxys,Vandal,2175,20,1740.0,Asia,Gold,21-25,1430,16,0,1,True
Evori,Melee,4950,30,3465.0,NA,Iron,21-25,2727,14,0,0,True
Oni,Bulldog,1775,30,1242.5,EU,Platinum,16-20,1510,13,0,0,False
Ion,Bucky,1775,20,1420.0,EU,Immortal,21-25,3606,13,1,1,False
Mystbloom,Outlaw,2175,20,1740.0,EU,Radiant,21-25,2329,3,1,1,True
Evori,Melee,4950,10,4455.0,NA,Immortal,21-25,1264,1,0,0,False
Evori,Melee,4950,20,3960.0,EU,Iron,26-30,567,10,1,0,False
Kuronami,Sheriff,2375,10,2137.5,Asia,Bronze,26-30,4997,16,1,0,False
Nocturnum,Marshal,2175,20,1740.0,EU,Gold,21-25,1952,9,1,1,False
Spectrum,Phantom,2675,10,2407.5,NA,Platinum,16-20,3092,14,0,0,True
RGX,Operator,2175,30,1522.5,Asia,Radiant,21-25,1857,9,0,0,False
Araxys,Vandal,2175,10,1957.5,Asia,Diamond,16-20,3713,10,0,1,False
Gaia,Vandal,1775,10,1597.5,NA,Radiant,21-25,2618,1,0,1,True
Ora,Sheriff,2475,30,1732.5,NA,Immortal,16-20,2307,10,1,1,True
Mystbloom,Outlaw,2175,30,1522.5,Asia,Immortal,26-30,4972,0,0,1,False
Mystbloom,Outlaw,2175,0,2175.0,NA,Radiant,26-30,2005,18,1,0,False
Reaver,Bandit,1775,20,1420.0,EU,Diamond,16-20,2969,2,1,0,False
Ion,Bucky,1775,30,1242.5,NA,Gold,21-25,3150,20,1,0,False
Glitchpop,Classic,2175,0,2175.0,NA,Gold,21-25,3903,3,1,1,True
Oni,Bulldog,1775,20,1420.0,Asia,Platinum,26-30,2594,12,0,1,True
Forsaken,Spectre,1775,10,1597.5,NA,Iron,21-25,592,14,1,0,False
Mystbloom,Outlaw,2175,30,1522.5,EU,Radiant,26-30,3025,11,1,1,True
Wasteland,Shorty,1275,20,1020.0,NA,Silver,21-25,4166,10,1,0,True
Araxys,Vandal,2175,0,2175.0,NA,Platinum,21-25,3835,15,0,1,False
Overdrive,Stinger,2175,10,1957.5,Asia,Iron,26-30,4139,13,1,1,False
Oni,Bulldog,1775,20,1420.0,NA,Silver,21-25,1033,19,0,1,False
Oni,Bulldog,1775,10,1597.5,NA,Silver,26-30,4935,20,0,1,True
Spectrum,Phantom,2675,30,1872.4999999999998,Asia,Diamond,16-20,2044,6,0,1,False
Evori,Melee,4950,30,3465.0,NA,Radiant,26-30,2955,15,0,1,False
Nocturnum,Marshal,2175,0,2175.0,EU,Bronze,26-30,938,20,1,1,False
Elderflame,Frenzy,2475,10,2227.5,NA,Platinum,21-25,2458,8,0,0,False
Evori,Melee,4950,30,3465.0,EU,Diamond,26-30,2249,17,0,0,True
Nocturnum,Marshal,2175,0,2175.0,EU,Immortal,16-20,1827,16,0,0,False
Evori,Melee,4950,0,4950.0,NA,Diamond,21-25,1388,4,0,0,False
Overdrive,Stinger,2175,0,2175.0,Asia,Immortal,26-30,2190,9,1,0,True
Ion,Bucky,1775,0,1775.0,EU,Iron,16-20,2135,16,0,0,False
Radiant,Ghost,2975,30,2082.5,NA,Immortal,16-20,1659,3,0,0,True
Singularity,Ares,2175,30,1522.5,EU,Silver,26-30,541,11,0,1,False
Oni,Bulldog,1775,10,1597.5,EU,Immortal,16-20,772,7,0,1,False
Neptune,Odin,1775,20,1420.0,Asia,Radiant,26-30,4360,19,0,1,True
Overdrive,Stinger,2175,10,1957.5,EU,Silver,16-20,1315,4,0,1,False
Wasteland,Shorty,1275,20,1020.0,NA,Diamond,26-30,1704,6,1,1,False
Araxys,Vandal,2175,10,1957.5,NA,Platinum,21-25,2282,5,1,0,True
Nocturnum,Marshal,2175,20,1740.0,Asia,Diamond,21-25,1473,14,1,0,False
Ion,Bucky,1775,0,1775.0,Asia,Immortal,16-20,3618,20,1,1,True
Gaia,Vandal,1775,30,1242.5,EU,Iron,16-20,1463,14,0,0,True
Spectrum,Phantom,2675,10,2407.5,NA,Immortal,16-20,979,3,1,0,True
Mystbloom,Outlaw,2175,10,1957.5,Asia,Iron,21-25,3212,18,1,1,True
Oni,Bulldog,1775,10,1597.5,Asia,Bronze,16-20,2561,15,1,1,True
Reaver,Bandit,1775,10,1597.5,NA,Bronze,16-20,809,3,0,0,False
Wasteland,Shorty,1275,10,1147.5,EU,Platinum,26-30,1824,2,0,0,True
Overdrive,Stinger,2175,0,2175.0,Asia,Platinum,16-20,2145,14,1,0,False
Araxys,Vandal,2175,30,1522.5,EU,Silver,21-25,1391,0,0,0,True
Reaver,Bandit,1775,10,1597.5,EU,Silver,21-25,3630,6,1,1,True
Mystbloom,Outlaw,2175,10,1957.5,Asia,Silver,21-25,2886,20,1,0,False
Ora,Sheriff,2475,10,2227.5,Asia,Bronze,16-20,760,6,0,1,False
Gaia,Vandal,1775,20,1420.0,NA,Bronze,21-25,1384,4,0,0,False
Evori,Melee,4950,30,3465.0,EU,Immortal,16-20,2710,8,0,1,False
Reaver,Bandit,1775,30,1242.5,EU,Platinum,26-30,4320,10,1,1,True
Ora,Sheriff,2475,20,1980.0,NA,Bronze,21-25,3071,17,0,0,True
Evori,Melee,4950,30,3465.0,NA,Iron,21-25,4111,19,0,1,False
Imperium,Judge,2175,10,1957.5,EU,Platinum,16-20,1829,11,1,1,False
Nocturnum,Marshal,2175,0,2175.0,EU,Bronze,16-20,1282,19,0,0,False
Prime,Guardian,1775,30,1242.5,Asia,Diamond,16-20,4933,19,0,1,True
Ora,Sheriff,2475,30,1732.5,NA,Iron,21-25,3629,4,0,1,False
Overdrive,Stinger,2175,0,2175.0,EU,Diamond,16-20,4494,18,0,0,True
Singularity,Ares,2175,0,2175.0,EU,Diamond,21-25,3213,8,1,1,True
Singularity,Ares,2175,0,2175.0,Asia,Platinum,16-20,1547,7,0,0,False
Ora,Sheriff,2475,30,1732.5,EU,Gold,26-30,4569,18,1,1,True
Forsaken,Spectre,1775,20,1420.0,EU,Silver,16-20,1407,19,0,0,False
Wasteland,Shorty,1275,0,1275.0,Asia,Diamond,26-30,2223,9,0,0,False
RGX,Operator,2175,20,1740.0,EU,Diamond,16-20,3921,19,0,1,False
Kuronami,Sheriff,2375,0,2375.0,NA,Radiant,26-30,3663,12,1,0,False
Araxys,Vandal,2175,30,1522.5,EU,Radiant,26-30,2553,0,0,1,True
Reaver,Bandit,1775,20,1420.0,NA,Radiant,26-30,3227,12,0,1,True
Araxys,Vandal,2175,0,2175.0,EU,Silver,21-25,4583,19,1,0,False
Reaver,Bandit,1775,10,1597.5,NA,Platinum,16-20,2501,12,0,1,False
Prime,Guardian,1775,20,1420.0,EU,Platinum,26-30,2829,5,1,0,False
Oni,Bulldog,1775,0,1775.0,EU,Diamond,16-20,3057,19,1,0,False
RGX,Operator,2175,10,1957.5,EU,Bronze,21-25,1226,19,0,1,False
Mystbloom,Outlaw,2175,0,2175.0,EU,Immortal,21-25,1104,11,0,0,False
Glitchpop,Classic,2175,0,2175.0,EU,Platinum,16-20,2778,15,0,1,False
Kuronami,Sheriff,2375,10,2137.5,Asia,Radiant,26-30,3505,2,1,0,False
Neptune,Odin,1775,20,1420.0,EU,Immortal,16-20,801,5,1,1,False
Forsaken,Spectre,1775,30,1242.5,EU,Gold,26-30,4231,5,0,0,False
Mystbloom,Outlaw,2175,20,1740.0,EU,Platinum,16-20,4710,12,0,0,False
Singularity,Ares,2175,0,2175.0,EU,Bronze,21-25,2713,14,1,1,False
Ion,Bucky,1775,30,1242.5,Asia,Diamond,26-30,3204,20,1,1,False
Overdrive,Stinger,2175,0,2175.0,NA,Radiant,26-30,3111,19,1,1,False
RGX,Operator,2175,0,2175.0,NA,Silver,16-20,1269,7,0,0,False
Ion,Bucky,1775,20,1420.0,Asia,Gold,26-30,3542,16,1,0,True
Kuronami,Sheriff,2375,10,2137.5,Asia,Silver,21-25,766,19,1,1,True
Singularity,Ares,2175,20,1740.0,NA,Bronze,16-20,4475,15,1,1,True
Araxys,Vandal,2175,20,1740.0,EU,Radiant,16-20,3630,16,0,1,True
Radiant,Ghost,2975,30,2082.5,Asia,Platinum,21-25,3238,1,0,1,True
Mystbloom,Outlaw,2175,30,1522.5,Asia,Silver,26-30,1973,12,0,1,True
RGX,Operator,2175,20,1740.0,NA,Diamond,16-20,1329,13,0,1,False
Imperium,Judge,2175,30,1522.5,NA,Gold,16-20,838,16,0,1,False
Evori,Melee,4950,10,4455.0,EU,Diamond,26-30,2554,17,1,0,True
RGX,Operator,2175,10,1957.5,Asia,Silver,16-20,583,2,0,1,False
Radiant,Ghost,2975,20,2380.0,Asia,Silver,16-20,2182,6,1,0,False
Ion,Bucky,1775,0,1775.0,EU,Immortal,26-30,2390,7,0,1,False
Ion,Bucky,1775,0,1775.0,Asia,Silver,26-30,3977,15,0,0,True
Ion,Bucky,1775,20,1420.0,EU,Diamond,16-20,952,10,0,1,False
Gaia,Vandal,1775,20,1420.0,EU,Bronze,21-25,941,8,1,0,False
Wasteland,Shorty,1275,30,892.5,Asia,Radiant,26-30,2911,10,0,1,True
Neptune,Odin,1775,30,1242.5,EU,Bronze,21-25,3010,20,0,1,True
Neptune,Odin,1775,30,1242.5,Asia,Platinum,16-20,3096,14,1,1,False
Reaver,Bandit,1775,0,1775.0,Asia,Iron,26-30,1481,0,0,1,True
Mystbloom,Outlaw,2175,20,1740.0,NA,Diamond,21-25,4233,10,1,1,False
Prime,Guardian,1775,0,1775.0,NA,Iron,26-30,4180,14,0,0,False
Radiant,Ghost,2975,0,2975.0,EU,Silver,16-20,1851,0,0,1,False
Ora,Sheriff,2475,10,2227.5,EU,Silver,26-30,3248,7,1,0,False
Prime,Guardian,1775,10,1597.5,NA,Immortal,21-25,2377,11,0,1,False
Araxys,Vandal,2175,0,2175.0,NA,Diamond,16-20,2956,16,0,1,False
Forsaken,Spectre,1775,10,1597.5,Asia,Silver,21-25,2232,9,1,1,True
Forsaken,Spectre,1775,10,1597.5,Asia,Gold,21-25,4145,4,0,1,True
Ion,Bucky,1775,20,1420.0,NA,Platinum,26-30,3241,12,1,0,True
Araxys,Vandal,2175,30,1522.5,NA,Silver,16-20,2100,18,0,0,True
Forsaken,Spectre,1775,30,1242.5,Asia,Platinum,21-25,2397,2,1,1,False
Overdrive,Stinger,2175,20,1740.0,Asia,Iron,26-30,3585,11,1,0,True
Nocturnum,Marshal,2175,20,1740.0,EU,Bronze,21-25,778,9,1,1,False
Evori,Melee,4950,30,3465.0,EU,Silver,16-20,1138,0,1,1,False
RGX,Operator,2175,10,1957.5,NA,Platinum,26-30,820,14,0,1,False
Wasteland,Shorty,1275,20,1020.0,EU,Diamond,21-25,2754,20,1,1,True
RGX,Operator,2175,20,1740.0,NA,Iron,26-30,927,17,0,0,True
Ora,Sheriff,2475,0,2475.0,NA,Radiant,21-25,4261,13,0,1,False
Glitchpop,Classic,2175,0,2175.0,NA,Silver,21-25,1363,19,0,0,False
Mystbloom,Outlaw,2175,30,1522.5,Asia,Diamond,26-30,3359,8,1,0,False
Imperium,Judge,2175,10,1957.5,Asia,Iron,16-20,1665,8,1,0,False
Overdrive,Stinger,2175,20,1740.0,EU,Iron,26-30,3828,5,0,0,False
Neptune,Odin,1775,0,1775.0,NA,Radiant,26-30,1091,19,1,0,False
Prime,Guardian,1775,30,1242.5,Asia,Bronze,21-25,1452,0,1,0,True
Ora,Sheriff,2475,10,2227.5,NA,Immortal,26-30,1869,10,1,1,False
Mystbloom,Outlaw,2175,20,1740.0,NA,Platinum,16-20,4705,20,1,1,False
Spectrum,Phantom,2675,0,2675.0,NA,Silver,21-25,2083,6,0,0,False
Neptune,Odin,1775,10,1597.5,Asia,Silver,21-25,1777,17,0,0,True
Nocturnum,Marshal,2175,20,1740.0,EU,Iron,16-20,4805,17,1,0,False
Glitchpop,Classic,2175,0,2175.0,Asia,Radiant,26-30,4885,8,1,1,True
Forsaken,Spectre,1775,30,1242.5,Asia,Platinum,21-25,4644,11,1,0,False
Ora,Sheriff,2475,30,1732.5,NA,Platinum,26-30,3021,20,1,0,True
Glitchpop,Classic,2175,30,1522.5,Asia,Platinum,16-20,4148,8,0,0,False
Araxys,Vandal,2175,0,2175.0,NA,Immortal,26-30,716,6,0,1,False
Radiant,Ghost,2975,20,2380.0,Asia,Silver,21-25,4510,15,0,0,False
Araxys,Vandal,2175,30,1522.5,NA,Immortal,21-25,4230,15,1,0,True
Oni,Bulldog,1775,0,1775.0,EU,Gold,26-30,1076,17,1,0,False
Singularity,Ares,2175,30,1522.5,EU,Silver,21-25,3287,20,1,0,True
Oni,Bulldog,1775,10,1597.5,Asia,Gold,21-25,2663,16,0,1,False
Ion,Bucky,1775,10,1597.5,EU,Diamond,16-20,2069,12,0,1,False
Radiant,Ghost,2975,30,2082.5,EU,Iron,16-20,2891,3,0,1,False
Spectrum,Phantom,2675,30,1872.4999999999998,EU,Iron,21-25,2950,8,1,0,True
Mystbloom,Outlaw,2175,30,1522.5,Asia,Bronze,26-30,4477,17,0,1,False
Mystbloom,Outlaw,2175,10,1957.5,Asia,Iron,16-20,4645,19,1,1,True
Mystbloom,Outlaw,2175,10,1957.5,Asia,Silver,26-30,1533,16,1,1,False
Imperium,Judge,2175,30,1522.5,NA,Platinum,16-20,1005,10,1,0,True
Overdrive,Stinger,2175,20,1740.0,Asia,Immortal,16-20,3494,18,1,1,True
